driver_id,avg_monthly_net_income,income_std,coefficient_of_variation,min_income,months_with_income,tenure_months,active_days_monthly,trips_per_day,trips_per_month,completion_rate,cancellation_rate,avg_rating,peak_hour_share,weekend_share,income_slope_3m,recent_vs_historical_income,estimated_disposable_income,requested_emi_to_income,target_default
syn_00947,77921.41,12399.45,0.1591,59322.24,12,39,26.3,13.6,357,0.9805,0.0243,4.89,0.314,0.375,0.1458,1.146,35458.77,0.1073,0
syn_00948,53044.35,8062.64,0.152,40950.4,12,43,26.2,17.1,448,0.9439,0.0334,4.82,0.695,0.325,0.0376,1.038,25819.82,0.1175,0
syn_00949,75725.28,6289.21,0.0831,66291.47,12,32,26.8,17.9,479,0.9319,0.0509,4.83,0.635,0.214,0.0088,1.009,35764.67,0.138,0
syn_00950,29390.16,9455.27,0.3217,15207.25,12,17,16.6,13.4,222,0.8747,0.1458,4.55,0.589,0.404,-0.0106,0.989,14024.6,0.1793,1
syn_00951,19462.47,11675.13,0.5999,7784.99,3,3,13.0,6.1,79,0.744,0.2256,4.26,0.675,0.366,-0.1071,0.893,11574.51,0.3359,1
syn_00952,35582.79,11234.92,0.3157,18730.4,12,20,17.3,10.8,186,0.8978,0.1405,4.68,0.486,0.352,-0.043,0.957,20944.4,0.127,1
syn_00953,59646.04,11853.65,0.1987,41865.57,12,47,25.7,14.2,364,0.9758,0.0455,4.87,0.562,0.334,0.0529,1.053,27963.87,0.0635,0
syn_00954,33999.83,7809.99,0.2297,22284.85,12,14,21.2,13.5,285,0.8871,0.1179,4.56,0.341,0.216,-0.1449,0.855,17060.17,0.2604,1
syn_00955,77399.16,15909.03,0.2055,53535.62,12,42,28.4,21.2,602,0.9569,0.021,4.93,0.481,0.418,-0.0073,0.993,42828.76,0.0698,0
syn_00956,31917.44,8087.71,0.2534,19785.87,12,22,20.0,11.8,235,0.886,0.1315,4.69,0.344,0.272,0.0667,1.067,17833.0,0.2002,1
syn_00957,51558.93,4354.56,0.0845,45027.1,12,29,26.6,18.5,491,0.9696,0.043,4.78,0.687,0.349,0.0082,1.008,22242.81,0.0808,0
syn_00958,32201.06,12132.82,0.3768,14001.82,12,12,20.8,13.1,272,0.8753,0.1107,4.68,0.519,0.376,-0.0879,0.912,13707.11,0.19,1
syn_00959,20565.21,13359.74,0.6496,8226.08,7,7,15.4,9.4,144,0.7287,0.208,4.36,0.571,0.302,-0.0871,0.913,11892.87,0.4337,0
syn_00960,51074.43,10052.62,0.1968,35995.5,12,34,27.3,17.1,467,0.95,0.0549,4.82,0.378,0.236,-0.0002,1.0,22378.3,0.2242,0
syn_00961,72774.1,8267.53,0.1136,60372.8,12,25,27.1,15.3,413,0.9477,0.0592,4.81,0.627,0.336,0.0253,1.025,42068.89,0.0785,0
syn_00962,49772.5,8276.66,0.1663,37357.51,12,36,26.8,14.8,396,0.9774,0.0556,4.94,0.628,0.202,0.011,1.011,20756.97,0.1664,0
syn_00963,72366.32,13782.66,0.1905,51692.33,12,40,28.5,14.1,400,0.9362,0.0552,4.79,0.583,0.355,0.0864,1.086,42215.71,0.1074,0
syn_00964,51815.84,7112.79,0.1373,41146.65,12,26,22.2,14.9,330,0.9503,0.0309,4.76,0.34,0.414,0.0678,1.068,30280.09,0.1534,0
syn_00965,48631.03,9049.93,0.1861,35056.14,12,44,24.5,19.6,481,0.9481,0.0135,4.93,0.387,0.39,-0.0357,0.964,28682.83,0.2323,0
syn_00966,35523.3,11411.87,0.3213,18405.49,12,22,18.5,10.5,195,0.8951,0.0906,4.61,0.489,0.395,-0.0572,0.943,14793.36,0.233,1
syn_00967,29913.27,6807.76,0.2276,19701.63,8,8,19.2,14.0,267,0.8513,0.0946,4.73,0.326,0.234,0.0425,1.042,16351.77,0.2671,1
syn_00968,67705.27,10636.99,0.1571,51749.79,12,36,23.8,16.3,388,0.9268,0.0213,4.96,0.313,0.449,0.1459,1.146,28208.41,0.1304,0
syn_00969,56090.76,7565.37,0.1349,44742.7,12,38,26.5,16.9,448,0.9375,0.0267,4.83,0.384,0.292,0.1419,1.142,28510.39,0.1816,0
syn_00970,16589.04,8926.1,0.5381,6635.62,4,4,11.2,8.4,94,0.7268,0.2313,4.15,0.345,0.213,-0.3077,0.692,7014.24,0.5187,1
syn_00971,35456.2,12620.11,0.3559,16526.04,12,19,21.0,14.6,306,0.8265,0.0773,4.52,0.524,0.265,0.0496,1.05,17198.8,0.2469,1
syn_00972,57570.57,8251.73,0.1433,45192.98,12,39,22.9,20.2,462,0.9596,0.0551,4.86,0.429,0.291,0.1383,1.138,27904.92,0.1915,0
syn_00973,71101.57,13387.91,0.1883,51019.71,12,35,23.0,17.0,391,0.9324,0.0431,4.79,0.498,0.221,0.1308,1.131,38517.11,0.0714,0
syn_00974,18334.92,10274.7,0.5604,7333.97,9,9,9.6,9.8,94,0.8073,0.3236,4.24,0.484,0.427,-0.2523,0.748,8612.28,0.255,1
syn_00975,50346.13,5602.11,0.1113,41942.96,12,18,22.2,17.5,389,0.942,0.019,4.92,0.5,0.414,-0.0091,0.991,26690.85,0.1825,1
syn_00976,35953.62,12801.4,0.3561,16751.52,12,12,22.2,9.2,205,0.8272,0.0893,4.56,0.674,0.236,-0.0891,0.911,20164.05,0.1482,1
syn_00977,77856.48,14465.73,0.1858,56157.88,12,25,27.5,13.9,383,0.9785,0.0304,4.81,0.652,0.239,0.0652,1.065,34589.26,0.1336,1
syn_00978,19785.74,7766.34,0.3925,8136.22,6,6,11.6,10.3,119,0.6543,0.2253,4.11,0.474,0.268,-0.2387,0.761,10873.38,0.2711,1
syn_00979,33187.83,10927.08,0.3292,16797.21,10,10,17.7,13.1,230,0.8691,0.1295,4.74,0.494,0.334,-0.1234,0.877,17791.67,0.181,1
syn_00980,73322.93,11756.29,0.1603,55688.49,12,34,23.9,19.0,453,0.9453,0.0372,4.86,0.673,0.328,0.0262,1.026,31032.08,0.1292,1
syn_00981,37342.07,14451.19,0.387,15665.29,12,21,17.2,10.0,171,0.8857,0.1383,4.72,0.457,0.441,-0.0019,0.998,19930.26,0.1916,1
syn_00982,28151.83,9417.75,0.3345,14025.21,12,23,21.0,13.5,283,0.9105,0.0604,4.5,0.489,0.215,-0.0414,0.959,11404.12,0.1483,1
syn_00983,49429.12,6273.42,0.1269,40019.0,12,29,24.7,21.9,542,0.9346,0.0372,4.98,0.476,0.402,0.1084,1.108,20085.05,0.2416,0
syn_00984,71864.04,8299.27,0.1155,59415.14,12,39,28.1,17.1,482,0.9347,0.0533,4.85,0.534,0.298,0.1001,1.1,37629.86,0.1104,0
syn_00985,49135.03,9868.58,0.2008,34332.15,12,44,24.5,18.8,459,0.9846,0.0176,4.88,0.605,0.289,0.1029,1.103,24315.63,0.1998,0
syn_00986,15318.04,7598.32,0.496,6127.22,7,7,10.0,5.7,57,0.6979,0.1512,4.39,0.407,0.343,-0.3278,0.672,8906.22,0.3601,1
syn_00987,26387.14,11513.8,0.4363,10554.86,12,12,11.1,5.5,60,0.7823,0.1547,4.33,0.648,0.361,-0.2756,0.724,10603.8,0.2167,1
syn_00988,22739.15,13662.64,0.6008,9095.66,6,6,12.1,10.3,124,0.8166,0.2437,4.26,0.517,0.204,-0.2084,0.792,10708.01,0.3854,1
syn_00989,37440.15,14217.36,0.3797,16114.11,12,13,16.3,10.0,162,0.8598,0.0807,4.58,0.394,0.408,0.0796,1.08,15845.41,0.2391,1
syn_00990,35539.88,11420.47,0.3213,18409.18,11,11,19.7,14.3,282,0.8581,0.1418,4.61,0.382,0.319,0.0217,1.022,14872.9,0.2696,1
syn_00991,78230.69,7489.54,0.0957,66996.37,12,37,25.2,14.7,370,0.9826,0.0582,4.86,0.523,0.341,-0.0292,0.971,36030.84,0.1287,0
syn_00992,62068.55,7591.4,0.1223,50681.45,12,35,22.5,15.3,343,0.9338,0.0371,4.89,0.49,0.447,0.0717,1.072,32012.11,0.1046,0
syn_00993,49611.62,8506.78,0.1715,36851.44,12,37,28.0,21.5,600,0.9898,0.0241,4.88,0.574,0.278,0.0401,1.04,28204.67,0.1628,0
syn_00994,23393.91,13077.4,0.559,9357.56,10,10,9.4,10.6,99,0.7567,0.3488,4.33,0.611,0.393,-0.137,0.863,11080.59,0.2044,1
syn_00995,79845.83,7232.71,0.0906,68996.77,12,47,28.6,15.6,445,0.9682,0.0269,4.97,0.587,0.445,-0.0297,0.97,41071.93,0.0937,0
syn_00996,35192.73,10029.13,0.285,20149.04,12,21,19.6,9.3,181,0.9145,0.0729,4.73,0.588,0.27,-0.1308,0.869,20046.05,0.2539,1
syn_00997,30176.15,12264.37,0.4064,12070.46,12,16,19.2,13.4,256,0.8701,0.1144,4.58,0.318,0.285,-0.1039,0.896,15448.87,0.2404,1
syn_00998,55548.83,4845.52,0.0872,48280.55,12,20,29.0,19.6,568,0.9261,0.011,4.92,0.375,0.396,0.0378,1.038,23069.69,0.1815,0
syn_00999,23865.97,11646.4,0.488,9546.39,9,9,12.1,9.4,113,0.8077,0.2721,4.43,0.617,0.402,-0.2985,0.701,11780.08,0.233,1
syn_01000,68696.8,15043.92,0.219,46130.91,12,23,26.4,13.3,351,0.9212,0.026,4.8,0.394,0.427,0.1126,1.113,37664.82,0.1543,0
syn_01001,61295.43,10318.59,0.1683,45817.54,12,37,24.7,16.1,396,0.9644,0.0396,4.82,0.397,0.248,-0.0201,0.98,31687.31,0.1031,1
syn_01002,71329.2,8127.12,0.1139,59138.52,12,30,26.2,21.0,548,0.9837,0.0579,4.93,0.583,0.434,0.1312,1.131,39978.86,0.0717,1
syn_01003,71886.71,15086.58,0.2099,49256.85,12,37,26.5,21.7,576,0.9441,0.0275,4.87,0.509,0.29,0.0267,1.027,32611.09,0.0419,0
syn_01004,51960.34,4739.08,0.0912,44851.72,12,34,27.3,13.1,357,0.9871,0.0358,4.98,0.444,0.265,-0.0384,0.962,27545.97,0.1588,0
syn_01005,15218.83,7683.87,0.5049,6087.53,7,7,14.2,6.5,92,0.7234,0.1519,4.35,0.68,0.218,-0.1231,0.877,7852.21,0.4315,1
syn_01006,38324.66,15124.13,0.3946,15638.46,12,16,17.4,9.2,161,0.8872,0.0911,4.5,0.465,0.321,-0.0922,0.908,18266.77,0.1528,1
syn_01007,49456.14,10540.86,0.2131,33644.84,12,47,26.1,20.2,525,0.9501,0.0327,4.95,0.561,0.377,0.1292,1.129,27702.93,0.1041,0
syn_01008,36049.1,14902.81,0.4134,14419.64,12,17,20.3,13.4,271,0.8545,0.1203,4.56,0.408,0.35,-0.0936,0.906,17870.3,0.2299,1
syn_01009,57308.15,10324.82,0.1802,41820.93,12,35,27.6,15.3,423,0.941,0.0431,4.91,0.577,0.223,0.0908,1.091,29882.67,0.1596,0
syn_01010,26147.57,17522.38,0.6701,10459.03,12,12,12.3,10.1,123,0.6769,0.1445,4.43,0.398,0.368,-0.3276,0.672,12159.69,0.3611,1
syn_01011,53427.97,9490.42,0.1776,39192.34,12,43,23.6,13.6,320,0.9537,0.0185,4.92,0.372,0.221,-0.0025,0.998,25993.36,0.1138,0
syn_01012,65365.1,8637.3,0.1321,52409.15,12,30,27.5,13.4,367,0.9502,0.0291,4.9,0.312,0.241,0.1433,1.143,26317.6,0.1162,0
syn_01013,51105.73,7184.06,0.1406,40329.65,12,27,24.4,14.1,343,0.9407,0.0543,4.82,0.44,0.254,0.0928,1.093,26297.16,0.1665,0
syn_01014,62090.02,10401.89,0.1675,46487.18,12,44,25.4,20.9,530,0.9583,0.034,4.96,0.634,0.336,0.0939,1.094,35047.27,0.0645,0
syn_01015,36782.32,13095.97,0.356,17138.36,12,18,16.8,14.8,247,0.895,0.1168,4.58,0.625,0.207,-0.113,0.887,17202.52,0.1755,1
syn_01016,65476.62,11210.03,0.1712,48661.57,12,40,25.6,21.9,561,0.9238,0.0346,4.77,0.679,0.284,-0.018,0.982,37249.13,0.0985,0
syn_01017,44311.74,15309.22,0.3455,21347.9,12,16,16.0,13.6,217,0.8947,0.1059,4.73,0.598,0.226,0.0589,1.059,21198.84,0.1612,0
syn_01018,26056.79,10303.07,0.3954,10602.18,11,11,13.0,9.2,119,0.7423,0.28,4.44,0.317,0.291,-0.2377,0.762,14785.06,0.3355,1
syn_01019,68900.18,9724.65,0.1411,54313.2,12,42,26.6,13.5,357,0.9326,0.0413,4.9,0.521,0.35,0.1048,1.105,31383.29,0.0962,0
syn_01020,21801.83,10699.89,0.4908,8720.73,5,5,13.2,6.4,84,0.6581,0.2602,4.24,0.532,0.404,-0.2954,0.705,12866.22,0.2807,0
syn_01021,63466.18,10176.95,0.1604,48200.76,12,45,25.4,19.6,498,0.9597,0.0236,4.78,0.33,0.287,0.0712,1.071,36861.47,0.1166,0
syn_01022,33799.17,13150.14,0.3891,14073.95,12,18,19.5,12.0,233,0.9177,0.1452,4.59,0.458,0.435,-0.1177,0.882,20073.44,0.1762,1
syn_01023,22347.94,8534.65,0.3819,9545.97,8,8,10.7,5.1,55,0.7783,0.1706,4.46,0.439,0.347,-0.157,0.843,12703.82,0.2527,1
syn_01024,71962.85,11946.8,0.166,54042.65,12,47,25.0,18.6,463,0.9439,0.0114,4.84,0.408,0.261,0.1361,1.136,41969.37,0.12,0
syn_01025,65430.02,9735.85,0.1488,50826.24,12,35,27.0,15.8,428,0.9747,0.0188,4.93,0.322,0.237,0.0828,1.083,32956.4,0.1398,0
syn_01026,29525.03,11932.63,0.4042,11810.01,12,19,22.8,12.6,288,0.8681,0.1267,4.58,0.405,0.258,-0.0365,0.963,12071.87,0.3217,1
syn_01027,58053.36,7685.67,0.1324,46524.85,12,31,26.3,19.9,523,0.9715,0.0507,4.76,0.555,0.415,-0.0405,0.96,28642.61,0.1741,0
syn_01028,22091.17,14283.61,0.6466,8836.47,8,8,13.3,8.1,107,0.8039,0.3059,4.48,0.618,0.246,-0.2845,0.715,9532.46,0.3224,1
syn_01029,31864.72,10026.9,0.3147,16824.37,12,17,20.8,12.8,265,0.8627,0.1409,4.63,0.386,0.332,-0.0337,0.966,13242.21,0.1373,1
syn_01030,66058.92,13200.99,0.1998,46257.43,12,40,28.3,18.8,532,0.9708,0.0375,4.84,0.455,0.309,0.0796,1.08,34130.26,0.1692,0
syn_01031,63818.06,10362.91,0.1624,48273.69,12,32,24.5,18.5,454,0.9815,0.0578,4.88,0.367,0.211,-0.0415,0.959,29281.48,0.1837,0
syn_01032,24099.47,15544.03,0.645,9639.79,8,8,15.3,10.3,157,0.8144,0.2322,4.5,0.662,0.293,-0.133,0.867,11173.56,0.2014,1
syn_01033,34641.5,8052.37,0.2324,22562.94,8,8,19.7,13.9,273,0.8406,0.1075,4.55,0.52,0.348,-0.1222,0.878,20236.54,0.204,1
syn_01034,74832.08,13553.91,0.1811,54501.22,12,35,22.9,18.3,420,0.9671,0.0119,4.95,0.553,0.37,0.1313,1.131,32557.47,0.1424,0
syn_01035,34554.54,10200.23,0.2952,19254.19,12,18,22.3,9.1,202,0.8899,0.1459,4.68,0.425,0.267,0.0786,1.079,20495.24,0.2351,1
syn_01036,68266.83,13232.92,0.1938,48417.45,12,29,24.1,14.9,359,0.9667,0.0435,4.96,0.337,0.308,-0.0468,0.953,33846.67,0.1564,0
syn_01037,64131.04,12424.99,0.1937,45493.55,12,25,27.2,18.3,498,0.9578,0.0314,4.97,0.632,0.376,0.062,1.062,35527.43,0.0824,1
syn_01038,35241.12,14345.83,0.4071,14096.45,9,9,22.0,10.7,236,0.8357,0.1004,4.59,0.659,0.209,0.0069,1.007,18586.15,0.278,1
syn_01039,27241.96,12092.46,0.4439,10896.78,10,10,9.3,7.9,73,0.7266,0.2096,4.5,0.67,0.242,-0.1032,0.897,15457.86,0.2866,1
syn_01040,73454.43,12270.29,0.167,55048.99,12,19,24.2,14.5,350,0.9228,0.0183,4.85,0.592,0.209,-0.0006,0.999,31209.67,0.0726,0
syn_01041,53965.34,5225.29,0.0968,46127.4,12,32,28.1,21.5,602,0.9255,0.0275,4.97,0.381,0.422,-0.0334,0.967,21885.95,0.1629,0
syn_01042,24960.29,15394.96,0.6168,9984.12,9,9,14.3,10.0,142,0.7665,0.2521,4.2,0.579,0.434,-0.1268,0.873,13504.56,0.2751,1
syn_01043,55815.66,11526.02,0.2065,38526.63,12,37,22.7,18.9,429,0.9754,0.0277,4.97,0.687,0.218,0.1201,1.12,33405.22,0.1013,0
syn_01044,50973.17,6771.77,0.1328,40815.52,12,34,24.2,17.8,431,0.9663,0.0452,4.78,0.658,0.416,0.1126,1.113,21520.11,0.1787,0
syn_01045,77849.98,14022.58,0.1801,56816.12,12,29,28.5,20.2,574,0.9627,0.0158,4.82,0.419,0.317,0.1438,1.144,45258.01,0.0755,0
syn_01046,58146.84,11601.86,0.1995,40744.06,12,41,27.6,19.0,523,0.9427,0.0358,4.85,0.342,0.235,0.0178,1.018,29265.22,0.1829,0
syn_01047,21627.01,11838.84,0.5474,8650.8,9,9,10.7,9.3,99,0.6644,0.2604,4.34,0.312,0.328,-0.0757,0.924,12383.35,0.3297,1
syn_01048,77854.24,14073.45,0.1808,56744.07,12,32,22.5,15.0,338,0.9672,0.0547,4.76,0.599,0.413,0.1125,1.112,38209.44,0.1035,0
syn_01049,67692.98,8463.1,0.125,54998.34,12,34,26.0,15.1,393,0.93,0.0287,4.92,0.403,0.332,0.1332,1.133,31912.86,0.1052,0
syn_01050,23879.65,16427.4,0.6879,9551.86,3,3,11.4,10.2,115,0.8087,0.2969,4.2,0.553,0.288,-0.2498,0.75,10356.83,0.1959,1
syn_01051,71248.84,14802.97,0.2078,49044.39,12,40,27.1,20.5,554,0.9722,0.0415,4.85,0.41,0.255,0.1304,1.13,37072.83,0.1243,0
syn_01052,73613.12,10880.87,0.1478,57291.82,12,23,26.0,14.3,372,0.9427,0.0305,4.94,0.695,0.438,0.104,1.104,35096.1,0.068,0
syn_01053,44028.61,16035.2,0.3642,19975.8,12,19,20.9,14.8,308,0.8796,0.1173,4.71,0.482,0.449,0.0041,1.004,24355.14,0.1907,1
syn_01054,34680.29,13397.31,0.3863,14584.33,12,20,20.3,13.2,267,0.8494,0.1094,4.66,0.567,0.443,-0.0145,0.985,14577.7,0.2737,0
syn_01055,36548.71,9783.3,0.2677,21873.76,12,12,16.0,10.1,162,0.8204,0.1248,4.61,0.422,0.256,-0.0781,0.922,15843.96,0.2345,1
syn_01056,79737.16,6388.5,0.0801,70154.41,12,30,23.4,14.7,343,0.9702,0.0276,4.86,0.339,0.398,-0.0203,0.98,46196.53,0.0833,0
syn_01057,36370.33,10776.46,0.2963,20205.63,12,19,16.7,12.1,202,0.8715,0.1021,4.69,0.453,0.233,0.0415,1.041,20775.71,0.2338,1
syn_01058,19611.42,7645.17,0.3898,8143.66,9,9,13.3,10.5,140,0.7514,0.344,4.16,0.533,0.353,-0.1795,0.82,9705.53,0.4329,1
syn_01059,43415.45,15312.15,0.3527,20447.23,12,20,17.5,11.4,200,0.8976,0.1458,4.52,0.612,0.405,-0.0268,0.973,24092.16,0.1353,1
syn_01060,22729.18,11740.08,0.5165,9091.67,4,4,11.7,8.4,98,0.783,0.1448,4.51,0.601,0.297,-0.107,0.893,10180.91,0.3632,1
syn_01061,18800.52,10461.13,0.5564,7520.21,4,4,11.6,7.5,87,0.7337,0.3198,4.32,0.389,0.295,-0.2413,0.759,9743.65,0.3052,1
syn_01062,73392.68,9202.09,0.1254,59589.54,12,29,25.5,18.6,474,0.9363,0.0459,4.88,0.524,0.352,0.0394,1.039,40461.45,0.1402,0
syn_01063,22820.31,14171.87,0.621,9128.12,11,11,12.5,8.3,103,0.6606,0.1589,4.45,0.502,0.327,-0.3321,0.668,10059.96,0.2343,1
syn_01064,40169.82,16050.05,0.3996,16094.75,12,15,18.8,11.3,212,0.8204,0.1152,4.51,0.614,0.267,-0.034,0.966,19683.85,0.2197,1
syn_01065,31399.93,12592.21,0.401,12559.97,12,17,17.4,14.9,259,0.8207,0.0837,4.55,0.564,0.31,-0.1468,0.853,14485.25,0.2673,1
syn_01066,30292.96,11396.47,0.3762,13198.25,12,18,21.0,12.9,272,0.8355,0.0841,4.6,0.526,0.256,-0.0856,0.914,13296.44,0.1772,1
syn_01067,25334.36,17463.87,0.6893,10133.74,5,5,14.8,11.0,162,0.7607,0.1857,4.19,0.492,0.441,-0.2526,0.747,11746.54,0.179,1
syn_01068,72163.77,8005.83,0.1109,60155.02,12,39,25.5,16.2,411,0.974,0.0411,4.86,0.651,0.396,0.1059,1.106,32421.42,0.0709,0
syn_01069,60147.0,10189.36,0.1694,44862.96,12,47,23.1,21.8,504,0.9693,0.0477,4.77,0.489,0.261,0.1027,1.103,28007.18,0.1658,0
syn_01070,55361.74,5022.4,0.0907,47828.15,12,22,28.4,17.8,505,0.9478,0.0368,4.89,0.448,0.206,0.1344,1.134,29944.58,0.0832,0
syn_01071,79677.54,9484.97,0.119,65450.09,12,18,28.5,22.0,625,0.962,0.0117,4.77,0.577,0.424,0.0463,1.046,38146.78,0.0835,0
syn_01072,51434.2,5120.24,0.0995,43753.83,12,24,25.6,15.9,406,0.9496,0.0591,4.79,0.679,0.298,0.0582,1.058,27584.2,0.0756,0
syn_01073,52663.72,5908.79,0.1122,43800.53,12,29,26.3,13.6,358,0.9525,0.0405,4.85,0.455,0.286,-0.0462,0.954,27731.49,0.2254,0
syn_01074,76463.68,13507.7,0.1767,56202.13,12,28,23.0,18.3,421,0.9825,0.045,4.78,0.64,0.433,0.1236,1.124,38934.14,0.0747,0
syn_01075,26984.55,10723.76,0.3974,10898.9,3,3,11.1,8.1,90,0.7316,0.267,4.3,0.578,0.243,-0.0697,0.93,14711.84,0.2113,1
syn_01076,20210.56,8166.73,0.4041,8084.22,4,4,13.4,9.0,120,0.81,0.2953,4.33,0.464,0.41,-0.0702,0.93,9857.88,0.341,1
syn_01077,71111.46,14688.55,0.2066,49078.64,12,34,28.2,17.6,495,0.965,0.0297,4.86,0.612,0.341,0.1313,1.131,29932.04,0.16,0
syn_01078,24281.26,15385.31,0.6336,9712.5,8,8,13.0,10.1,131,0.7428,0.2264,4.15,0.442,0.238,-0.232,0.768,10094.76,0.3365,1
syn_01079,40819.04,14017.88,0.3434,19792.22,12,23,19.9,9.5,189,0.893,0.1142,4.67,0.615,0.207,0.0567,1.057,18116.18,0.2132,1
syn_01080,71393.14,10720.63,0.1502,55312.2,12,20,24.6,14.0,342,0.9713,0.0261,4.81,0.408,0.399,0.0805,1.08,37661.16,0.1125,0
syn_01081,73038.06,13081.47,0.1791,53415.85,12,22,23.3,14.0,326,0.9787,0.0488,4.83,0.49,0.305,0.0816,1.082,36416.08,0.0564,0
syn_01082,59571.72,11074.84,0.1859,42959.46,12,19,24.6,19.4,477,0.9459,0.0312,4.88,0.68,0.447,0.1401,1.14,35350.89,0.0668,0
syn_01083,68638.84,10830.44,0.1578,52393.17,12,32,26.4,20.9,551,0.9722,0.0348,4.86,0.509,0.286,0.0779,1.078,34899.02,0.1035,0
syn_01084,75349.56,6855.98,0.091,65065.6,12,46,27.0,16.1,436,0.9896,0.0251,4.8,0.325,0.43,0.0636,1.064,42308.5,0.1396,0
syn_01085,63705.83,9092.91,0.1427,50066.47,12,45,28.8,21.9,631,0.9655,0.0164,4.87,0.527,0.371,0.0558,1.056,30967.51,0.1198,0
syn_01086,56984.06,8603.48,0.151,44078.85,12,36,27.4,19.4,530,0.9283,0.0396,4.97,0.413,0.272,-0.0186,0.981,26183.63,0.1874,0
syn_01087,15819.2,9051.6,0.5722,6327.68,6,6,10.0,9.8,97,0.7591,0.3237,4.43,0.306,0.42,-0.3164,0.684,7040.94,0.4049,1
syn_01088,71503.76,14379.09,0.2011,49935.12,12,22,25.8,15.6,401,0.9446,0.0271,4.83,0.375,0.41,-0.0014,0.999,30025.78,0.1186,0
syn_01089,31310.39,7791.6,0.2489,19622.99,12,22,19.8,12.7,251,0.868,0.1139,4.55,0.421,0.303,-0.0397,0.96,16076.59,0.2539,1
syn_01090,75043.38,9729.21,0.1296,60449.57,12,38,22.3,21.9,488,0.9385,0.0163,4.84,0.347,0.283,0.0977,1.098,36400.49,0.0752,0
syn_01091,30395.57,7679.88,0.2527,18875.75,12,17,20.5,13.9,284,0.8549,0.1136,4.54,0.631,0.271,-0.0784,0.922,13566.9,0.1356,1
syn_01092,70954.49,13961.43,0.1968,50012.35,12,47,22.1,16.2,357,0.972,0.0139,4.88,0.345,0.358,0.0358,1.036,39223.99,0.0445,0
syn_01093,76743.64,11158.31,0.1454,60006.17,12,26,24.7,19.5,482,0.9837,0.0113,4.85,0.483,0.252,0.0722,1.072,34190.71,0.0765,0
syn_01094,33344.94,13199.59,0.3958,13545.56,12,12,17.1,9.4,160,0.8469,0.1146,4.53,0.627,0.259,-0.0415,0.958,14346.75,0.2328,1
syn_01095,30293.62,10992.12,0.3629,13805.44,12,14,17.5,10.1,176,0.8558,0.1188,4.56,0.472,0.397,-0.1078,0.892,15318.62,0.134,1
syn_01096,28191.65,11651.16,0.4133,11276.66,12,21,18.4,14.9,274,0.8453,0.1024,4.59,0.545,0.316,-0.0682,0.932,12706.44,0.3211,0
syn_01097,65648.98,11689.91,0.1781,48114.12,12,47,24.8,17.9,445,0.986,0.0183,4.82,0.463,0.211,-0.0196,0.98,38574.75,0.1543,0
syn_01098,18631.63,11441.47,0.6141,7452.65,12,13,13.6,6.4,87,0.6946,0.2431,4.28,0.376,0.333,-0.2626,0.737,9384.89,0.4582,1
syn_01099,72986.43,13695.75,0.1876,52442.81,12,33,24.5,19.2,471,0.9859,0.0413,4.78,0.452,0.426,0.0859,1.086,31061.41,0.054,0
syn_01100,77797.06,10524.21,0.1353,62010.74,12,32,25.0,18.2,455,0.9524,0.0184,4.75,0.448,0.402,0.072,1.072,45023.27,0.1451,0
syn_01101,49758.65,10535.59,0.2117,33955.26,12,44,25.9,18.9,490,0.9457,0.0491,4.79,0.352,0.41,-0.0402,0.96,21359.44,0.1318,0
syn_01102,37323.82,15410.7,0.4129,14929.53,12,18,22.2,12.9,285,0.8572,0.1156,4.64,0.471,0.266,-0.0593,0.941,19356.05,0.1565,1
syn_01103,29353.5,8620.05,0.2937,16423.43,12,16,22.2,13.5,300,0.8523,0.1444,4.52,0.619,0.411,0.0711,1.071,17558.71,0.1865,1
syn_01104,52741.69,4570.42,0.0867,45886.06,12,30,26.5,13.6,359,0.9714,0.037,4.8,0.485,0.237,0.0579,1.058,27017.06,0.0881,0
syn_01105,42771.0,13510.09,0.3159,22505.86,10,10,19.2,14.1,270,0.8909,0.063,4.57,0.59,0.373,0.0503,1.05,20998.39,0.0961,0
syn_01106,36048.37,11332.95,0.3144,19048.94,12,18,21.0,14.3,299,0.8472,0.0908,4.73,0.629,0.386,-0.0169,0.983,16844.0,0.1407,0
syn_01107,64825.24,13256.8,0.2045,44940.04,12,44,24.3,13.6,329,0.9533,0.0235,4.91,0.584,0.327,0.1414,1.141,27396.0,0.1422,0
syn_01108,33061.69,12626.78,0.3819,14121.51,12,19,22.7,11.8,267,0.8901,0.1263,4.67,0.638,0.368,-0.0242,0.976,16868.56,0.281,1
syn_01109,28615.06,11642.75,0.4069,11446.02,10,10,17.0,13.9,236,0.9023,0.1238,4.53,0.657,0.417,0.0035,1.004,14733.71,0.3262,1
syn_01110,24765.49,11017.05,0.4449,9906.2,9,9,14.3,8.9,127,0.8032,0.3145,4.49,0.543,0.295,-0.0893,0.911,14543.67,0.3571,1
syn_01111,58502.46,8511.44,0.1455,45735.29,12,38,26.8,21.2,567,0.9778,0.0325,4.84,0.441,0.337,-0.002,0.998,33802.18,0.1086,0
syn_01112,78426.91,9297.71,0.1186,64480.34,12,19,22.1,13.7,302,0.9606,0.0169,4.76,0.467,0.24,0.0259,1.026,45301.9,0.1097,0
